REGWLD,GDPIN,SCEN,Value
Oth_Europe,SkLab,BAU_aECOLLPS,-0.053034447134
PAK,SkLab,BAU_aECOLLPS,1.73806984093972E-0005
PHL,SkLab,BAU_aECOLLPS,2.28680804070791E-0007
POL,SkLab,BAU_aECOLLPS,-0.072795242071
R_S_Asia,SkLab,BAU_aECOLLPS,-6.12982828170061E-0003
R_SE_Asia,SkLab,BAU_aECOLLPS,-9.34182666242123E-0003
Russia,SkLab,BAU_aECOLLPS,-3.33981770381797E-0005
S_o_Amer,SkLab,BAU_aECOLLPS,0.018969284371
S_S_AFR,SkLab,BAU_aECOLLPS,-0.042072959244
TUR,SkLab,BAU_aECOLLPS,-1.21354719158262E-0003
USA,SkLab,BAU_aECOLLPS,-0.022426625714
VNM,SkLab,BAU_aECOLLPS,1.34689139485999E-0006
XAC,SkLab,BAU_aECOLLPS,2.18546028918354E-0006
ZAF,SkLab,BAU_aECOLLPS,-4.58002369850874E-0003
World,SkLab,BAU_aECOLLPS,-0.027046766132
ARG,Capital,BAU_aECOLLPS,3.17776220981614E-0006
BGD,Capital,BAU_aECOLLPS,-4.58015634308140E-0008
BRAZIL,Capital,BAU_aECOLLPS,-0.02669086121
C_C_Amer,Capital,BAU_aECOLLPS,-5.39257144555449E-0003
CAN,Capital,BAU_aECOLLPS,-1.82674429379404E-0003
CHIHKG,Capital,BAU_aECOLLPS,-0.044446405023
COL,Capital,BAU_aECOLLPS,8.99130191100994E-0006
E_Asia,Capital,BAU_aECOLLPS,-1.48049020208418E-0003
EGY,Capital,BAU_aECOLLPS,-2.67809497245253E-0007
ETH,Capital,BAU_aECOLLPS,-1.64509856404038E-0005
EU27,Capital,BAU_aECOLLPS,-0.04928290844
IDN,Capital,BAU_aECOLLPS,-0.080698296428
INDIA,Capital,BAU_aECOLLPS,2.21975398062568E-0007
JAPAN,Capital,BAU_aECOLLPS,-6.90347421914339E-0003
KOR,Capital,BAU_aECOLLPS,-3.15938238054514E-0003
MAR,Capital,BAU_aECOLLPS,-1.32818854581274E-0006
MDG,Capital,BAU_aECOLLPS,2.06668992177583E-0005
MEAS_NAfr,Capital,BAU_aECOLLPS,3.32589494064450E-0003
MEX,Capital,BAU_aECOLLPS,-0.043215356767
MYS,Capital,BAU_aECOLLPS,7.68724839872448E-0006
NGA,Capital,BAU_aECOLLPS,1.34867095766822E-0005
Oceania,Capital,BAU_aECOLLPS,-3.22095211595297E-0003
Oth_CEE_CIS,Capital,BAU_aECOLLPS,-8.57516250107437E-0004
Oth_Europe,Capital,BAU_aECOLLPS,0.014219221659
PAK,Capital,BAU_aECOLLPS,-1.01681725936942E-0005
PHL,Capital,BAU_aECOLLPS,-7.71528561926971E-0007
POL,Capital,BAU_aECOLLPS,-0.080007717013
R_S_Asia,Capital,BAU_aECOLLPS,-1.38822209555656E-0003
R_SE_Asia,Capital,BAU_aECOLLPS,-2.13132658973336E-0003
Russia,Capital,BAU_aECOLLPS,-5.00921998172998E-0003
S_o_Amer,Capital,BAU_aECOLLPS,3.79618722945452E-0003
S_S_AFR,Capital,BAU_aECOLLPS,-3.83332069031894E-0003
TUR,Capital,BAU_aECOLLPS,0.018887963146
USA,Capital,BAU_aECOLLPS,-3.01590119488537E-0003
VNM,Capital,BAU_aECOLLPS,-2.44849161390448E-0006
XAC,Capital,BAU_aECOLLPS,7.04183003108483E-0006
ZAF,Capital,BAU_aECOLLPS,-6.74062455072999E-0003
World,Capital,BAU_aECOLLPS,-0.020926306024
ARG,NatRes,BAU_aECOLLPS,-5.57300268155814E-0007
BGD,NatRes,BAU_aECOLLPS,2.21597261429451E-0007
BRAZIL,NatRes,BAU_aECOLLPS,-4.37279709331051E-0007
C_C_Amer,NatRes,BAU_aECOLLPS,-0.019531734288
CAN,NatRes,BAU_aECOLLPS,5.94474272475054E-0007
CHIHKG,NatRes,BAU_aECOLLPS,-1.50028281495906E-0004
COL,NatRes,BAU_aECOLLPS,1.82821872840577E-0006
E_Asia,NatRes,BAU_aECOLLPS,4.94628911837935E-0004
EGY,NatRes,BAU_aECOLLPS,-2.35326069741859E-0006
ETH,NatRes,BAU_aECOLLPS,-4.74054422738845E-0006
EU27,NatRes,BAU_aECOLLPS,6.60555553622544E-0004
IDN,NatRes,BAU_aECOLLPS,-1.11928784463089E-0006
INDIA,NatRes,BAU_aECOLLPS,-4.92106255478575E-0006
JAPAN,NatRes,BAU_aECOLLPS,6.13082278277943E-0008
KOR,NatRes,BAU_aECOLLPS,-4.51183359473362E-0006
MAR,NatRes,BAU_aECOLLPS,-3.83470660381136E-0006
MDG,NatRes,BAU_aECOLLPS,6.11742871114984E-0006
MEAS_NAfr,NatRes,BAU_aECOLLPS,-8.29200318548828E-0004
MEX,NatRes,BAU_aECOLLPS,-3.76323114892330E-0008
MYS,NatRes,BAU_aECOLLPS,2.35452830565919E-0006
NGA,NatRes,BAU_aECOLLPS,-9.72364546214521E-0007
Oceania,NatRes,BAU_aECOLLPS,-2.11930321529508E-0003
Oth_CEE_CIS,NatRes,BAU_aECOLLPS,-1.80373480543494E-0003
Oth_Europe,NatRes,BAU_aECOLLPS,2.71522207185626E-0004
PAK,NatRes,BAU_aECOLLPS,5.98056067246944E-0006
PHL,NatRes,BAU_aECOLLPS,1.07561095319397E-0006
POL,NatRes,BAU_aECOLLPS,-1.36562462671463E-0007
R_S_Asia,NatRes,BAU_aECOLLPS,3.48410988226533E-0003
R_SE_Asia,NatRes,BAU_aECOLLPS,-0.017916752025
Russia,NatRes,BAU_aECOLLPS,3.48899698110472E-0006
S_o_Amer,NatRes,BAU_aECOLLPS,-7.08492426201701E-0003
S_S_AFR,NatRes,BAU_aECOLLPS,-0.016864348203
TUR,NatRes,BAU_aECOLLPS,1.35168008341680E-0007
USA,NatRes,BAU_aECOLLPS,2.88370756607037E-0007
VNM,NatRes,BAU_aECOLLPS,-1.33654993987875E-0005
XAC,NatRes,BAU_aECOLLPS,5.02167176819057E-0006
ZAF,NatRes,BAU_aECOLLPS,5.97986513639626E-0007
World,NatRes,BAU_aECOLLPS,-6.34255527984351E-0004
ARG,IndTaxes,BAU_aECOLLPS,-0.056795746088
BGD,IndTaxes,BAU_aECOLLPS,-0.070383712649
BRAZIL,IndTaxes,BAU_aECOLLPS,-0.47220823169
C_C_Amer,IndTaxes,BAU_aECOLLPS,-0.10455896705
CAN,IndTaxes,BAU_aECOLLPS,-0.087020166218
CHIHKG,IndTaxes,BAU_aECOLLPS,-0.24759525061
COL,IndTaxes,BAU_aECOLLPS,-0.098059698939
E_Asia,IndTaxes,BAU_aECOLLPS,-0.039622478187
EGY,IndTaxes,BAU_aECOLLPS,0.15658214688
ETH,IndTaxes,BAU_aECOLLPS,0.82024282217
EU27,IndTaxes,BAU_aECOLLPS,-0.21488751471
IDN,IndTaxes,BAU_aECOLLPS,-0.4746876657
INDIA,IndTaxes,BAU_aECOLLPS,-0.36339625716
JAPAN,IndTaxes,BAU_aECOLLPS,-0.098315402865
KOR,IndTaxes,BAU_aECOLLPS,-0.29238688946
MAR,IndTaxes,BAU_aECOLLPS,-0.14170973003
MDG,IndTaxes,BAU_aECOLLPS,1.4974218607
MEAS_NAfr,IndTaxes,BAU_aECOLLPS,-0.043717451394
MEX,IndTaxes,BAU_aECOLLPS,-0.14014221728
MYS,IndTaxes,BAU_aECOLLPS,-0.20545136929
NGA,IndTaxes,BAU_aECOLLPS,-0.024152290076
Oceania,IndTaxes,BAU_aECOLLPS,0.026824075729
Oth_CEE_CIS,IndTaxes,BAU_aECOLLPS,-0.047118131071
Oth_Europe,IndTaxes,BAU_aECOLLPS,-0.15491496027
PAK,IndTaxes,BAU_aECOLLPS,-0.1169276759
PHL,IndTaxes,BAU_aECOLLPS,-0.57429355383
POL,IndTaxes,BAU_aECOLLPS,-0.24278099835
R_S_Asia,IndTaxes,BAU_aECOLLPS,-1.1269205809
R_SE_Asia,IndTaxes,BAU_aECOLLPS,-0.57477802038
Russia,IndTaxes,BAU_aECOLLPS,-0.020744586363
S_o_Amer,IndTaxes,BAU_aECOLLPS,-0.063401885331
S_S_AFR,IndTaxes,BAU_aECOLLPS,-0.85008126497
TUR,IndTaxes,BAU_aECOLLPS,-0.2730229497
USA,IndTaxes,BAU_aECOLLPS,-0.03742339462
VNM,IndTaxes,BAU_aECOLLPS,-1.6063730717
XAC,IndTaxes,BAU_aECOLLPS,-0.2989846766
ZAF,IndTaxes,BAU_aECOLLPS,0.031376294792
World,IndTaxes,BAU_aECOLLPS,-0.17237021029
ARG,TechChange,BAU_aECOLLPS,-2.4947676659
BGD,TechChange,BAU_aECOLLPS,-16.8861866
BRAZIL,TechChange,BAU_aECOLLPS,-3.3412714005
C_C_Amer,TechChange,BAU_aECOLLPS,-2.5952062607
CAN,TechChange,BAU_aECOLLPS,-0.56861096621
CHIHKG,TechChange,BAU_aECOLLPS,-2.8364503384
COL,TechChange,BAU_aECOLLPS,-2.027677536
E_Asia,TechChange,BAU_aECOLLPS,-0.17345789075
EGY,TechChange,BAU_aECOLLPS,-4.2434597015
ETH,TechChange,BAU_aECOLLPS,-13.019351959
EU27,TechChange,BAU_aECOLLPS,-0.14812001586
IDN,TechChange,BAU_aECOLLPS,-7.648291111
INDIA,TechChange,BAU_aECOLLPS,-3.6169176102
JAPAN,TechChange,BAU_aECOLLPS,-0.4852668345
KOR,TechChange,BAU_aECOLLPS,-0.79056441784
MAR,TechChange,BAU_aECOLLPS,-2.5337905884
MDG,TechChange,BAU_aECOLLPS,-22.474082947
MEAS_NAfr,TechChange,BAU_aECOLLPS,-1.1487931013
MEX,TechChange,BAU_aECOLLPS,-0.71407532692
MYS,TechChange,BAU_aECOLLPS,-4.7997045517
NGA,TechChange,BAU_aECOLLPS,-8.5449647903
Oceania,TechChange,BAU_aECOLLPS,-0.62177586555
Oth_CEE_CIS,TechChange,BAU_aECOLLPS,-1.9801155329
Oth_Europe,TechChange,BAU_aECOLLPS,-0.94568121433
PAK,TechChange,BAU_aECOLLPS,-13.814430237
PHL,TechChange,BAU_aECOLLPS,-7.394159317
POL,TechChange,BAU_aECOLLPS,-0.46432682872
R_S_Asia,TechChange,BAU_aECOLLPS,-3.9788408279
R_SE_Asia,TechChange,BAU_aECOLLPS,-3.2620289326
Russia,TechChange,BAU_aECOLLPS,-0.41225871444
S_o_Amer,TechChange,BAU_aECOLLPS,-3.4218447208
S_S_AFR,TechChange,BAU_aECOLLPS,-8.6254034042
TUR,TechChange,BAU_aECOLLPS,-1.7764441967
USA,TechChange,BAU_aECOLLPS,-0.40636783838
VNM,TechChange,BAU_aECOLLPS,-7.1672868729
XAC,TechChange,BAU_aECOLLPS,-20.214946747
ZAF,TechChange,BAU_aECOLLPS,-0.3539609313
World,TechChange,BAU_aECOLLPS,-1.846075654
